lng0,lat0,lng1,lat1,lng2,lat2,lng3,lat3,lng4,lat4,lng5,lat5,points,center
116.40092069543894,40.255407968870905,116.39893994227764,40.24402391121053,116.40939697873058,40.238188976901625,116.42183424627547,40.24373513091225,116.42381938766464,40.25511674716135,116.41336287440461,40.26095465088733,"[116.40092069543894,40.255407968870905],[116.39893994227764,40.24402391121053],[116.40939697873058,40.238188976901625],[116.42183424627547,40.24373513091225],[116.42381938766464,40.25511674716135],[116.41336287440461,40.26095465088733]","[116.41137951502421,40.24957138280026]"
116.3780136026006,40.25569477925897,116.37603724165338,40.2443082813357,116.38650067058674,40.23847433255974,116.39893994227764,40.24402391121053,116.40092069543894,40.255407968870905,116.39045778581847,40.26124488822037,"[116.3780136026006,40.25569477925897],[116.37603724165338,40.2443082813357],[116.38650067058674,40.23847433255974],[116.39893994227764,40.24402391121053],[116.40092069543894,40.255407968870905],[116.39045778581847,40.26124488822037]","[116.38847881746771,40.24985917896437]"
116.38650067058674,40.23847433255974,116.38452334466884,40.22709034984813,116.39498090152317,40.2212583855534,116.40741526501621,40.22680743403283,116.40939697873058,40.238188976901625,116.39893994227764,40.24402391121053,"[116.38650067058674,40.23847433255974],[116.38452334466884,40.22709034984813],[116.39498090152317,40.2212583855534],[116.40741526501621,40.22680743403283],[116.40939697873058,40.238188976901625],[116.39893994227764,40.24402391121053]","[116.39696001114133,40.23264071649093]"
116.40939697873058,40.238188976901625,116.40741526501621,40.22680743403283,116.41786643391013,40.220974486088,116.4302987933653,40.22652011223008,116.43228489089364,40.237899214109554,116.42183424627547,40.24373513091225,"[116.40939697873058,40.238188976901625],[116.40741526501621,40.22680743403283],[116.41786643391013,40.220974486088],[116.4302987933653,40.22652011223008],[116.43228489089364,40.237899214109554],[116.42183424627547,40.24373513091225]","[116.41984992852657,40.23235437694077]"
116.42381938766464,40.25511674716135,116.42183424627547,40.24373513091225,116.43228489089364,40.237899214109554,116.44472015095684,40.24344194537236,116.4467096765869,40.254821119065205,116.43625955903683,40.26066000412701,"[116.42381938766464,40.25511674716135],[116.42183424627547,40.24373513091225],[116.43228489089364,40.237899214109554],[116.44472015095684,40.24344194537236],[116.4467096765869,40.254821119065205],[116.43625955903683,40.26066000412701]","[116.43427181261472,40.24927917835558]"
116.41534705737968,40.272338780321036,116.41336287440461,40.26095465088733,116.42381938766464,40.25511674716135,116.43625955903683,40.26066000412701,116.4382481306688,40.272041690582334,116.42779214339659,40.2778825631261,"[116.41534705737968,40.272338780321036],[116.41336287440461,40.26095465088733],[116.42381938766464,40.25511674716135],[116.43625955903683,40.26066000412701],[116.4382481306688,40.272041690582334],[116.42779214339659,40.2778825631261]","[116.42580535320214,40.26649922484662]"
116.39243757614602,40.27263145948553,116.39045778581847,40.26124488822037,116.40092069543894,40.255407968870905,116.41336287440461,40.26095465088733,116.41534705737968,40.272338780321036,116.40488466986614,40.278178669646266,"[116.39243757614602,40.27263145948553],[116.39045778581847,40.26124488822037],[116.40092069543894,40.255407968870905],[116.41336287440461,40.26095465088733],[116.41534705737968,40.272338780321036],[116.40488466986614,40.278178669646266]","[116.40290227113253,40.2667928886302]"
116.36951968966598,40.27291972313557,116.36754429597586,40.26153071118909,116.3780136026006,40.25569477925897,116.39045778581847,40.26124488822037,116.39243757614602,40.27263145948553,116.38196878774242,40.27847036254789,"[116.36951968966598,40.27291972313557],[116.36754429597586,40.26153071118909],[116.3780136026006,40.25569477925897],[116.39045778581847,40.26124488822037],[116.39243757614602,40.27263145948553],[116.38196878774242,40.27847036254789]","[116.37999078446131,40.26708213994384]"
116.35509811185318,40.25597717338988,116.35312614710553,40.24458823635539,116.36359596915818,40.23875527615357,116.37603724165338,40.2443082813357,116.3780136026006,40.25569477925897,116.36754429597586,40.26153071118909,"[116.35509811185318,40.25597717338988],[116.35312614710553,40.24458823635539],[116.36359596915818,40.23875527615357],[116.37603724165338,40.2443082813357],[116.3780136026006,40.25569477925897],[116.36754429597586,40.26153071118909]","[116.36556972264202,40.25014256191428]"
116.36359596915818,40.23875527615357,116.36162303501854,40.22736885474891,116.37208698047401,40.22153787714192,116.38452334466884,40.22709034984813,116.38650067058674,40.23847433255974,116.37603724165338,40.2443082813357,"[116.36359596915818,40.23875527615357],[116.36162303501854,40.22736885474891],[116.37208698047401,40.22153787714192],[116.38452334466884,40.22709034984813],[116.38650067058674,40.23847433255974],[116.37603724165338,40.2443082813357]","[116.3740617011132,40.23292264701617]"
116.37208698047401,40.22153787714192,116.37011307923024,40.21015397255413,116.38057115369766,40.204324978868485,116.39300261291662,40.20987691923881,116.39498090152317,40.2212583855534,116.38452334466884,40.22709034984813,"[116.37208698047401,40.22153787714192],[116.37011307923024,40.21015397255413],[116.38057115369766,40.204324978868485],[116.39300261291662,40.20987691923881],[116.39498090152317,40.2212583855534],[116.38452334466884,40.22709034984813]","[116.38254683920775,40.215707231670756]"
116.39498090152317,40.2212583855534,116.39300261291662,40.20987691923881,116.40345430329721,40.204046940748285,116.41588376191889,40.20959545919451,116.41786643391013,40.220974486088,116.40741526501621,40.22680743403283,"[116.39498090152317,40.2212583855534],[116.39300261291662,40.20987691923881],[116.40345430329721,40.204046940748285],[116.41588376191889,40.20959545919451],[116.41786643391013,40.220974486088],[116.40741526501621,40.22680743403283]","[116.40543437337399,40.215426755034905]"
116.41786643391013,40.220974486088,116.41588376191889,40.20959545919451,116.42632906885518,40.20376449893312,116.43875652354902,40.2093095973429,116.44074357494624,40.22068618367063,116.4302987933653,40.22652011223008,"[116.41786643391013,40.220974486088],[116.41588376191889,40.20959545919451],[116.42632906885518,40.20376449893312],[116.43875652354902,40.2093095973429],[116.44074357494624,40.22068618367063],[116.4302987933653,40.22652011223008]","[116.42831351952162,40.215141873557855]"
116.43228489089364,40.237899214109554,116.4302987933653,40.22652011223008,116.44074357494624,40.22068618367063,116.45317392703335,40.226228389366014,116.45516440439258,40.23760504911304,116.44472015095684,40.24344194537236,"[116.43228489089364,40.237899214109554],[116.4302987933653,40.22652011223008],[116.44074357494624,40.22068618367063],[116.45317392703335,40.226228389366014],[116.45516440439258,40.23760504911304],[116.44472015095684,40.24344194537236]","[116.44273145057947,40.232063633293905]"
116.4467096765869,40.254821119065205,116.44472015095684,40.24344194537236,116.45516440439258,40.23760504911304,116.46759765364432,40.24314435952168,116.46959155952767,40.25452108951653,116.45914783703039,40.26036095287548,"[116.4467096765869,40.254821119065205],[116.44472015095684,40.24344194537236],[116.45516440439258,40.23760504911304],[116.46759765364432,40.24314435952168],[116.46959155952767,40.25452108951653],[116.45914783703039,40.26036095287548]","[116.45715570755522,40.24898257056315]"
116.4382481306688,40.272041690582334,116.43625955903683,40.26066000412701,116.4467096765869,40.254821119065205,116.45914783703039,40.26036095287548,116.46114079332777,40.27174019520878,116.45069120564159,40.2775820479288,"[116.4382481306688,40.272041690582334],[116.43625955903683,40.26066000412701],[116.4467096765869,40.254821119065205],[116.45914783703039,40.26036095287548],[116.46114079332777,40.27174019520878],[116.45069120564159,40.2775820479288]","[116.44870002797869,40.26620115353125]"
116.42977975875695,40.289266761157386,116.42779214339659,40.2778825631261,116.4382481306688,40.272041690582334,116.45069120564159,40.2775820479288,116.45268321008535,40.288963801415775,116.44222775159928,40.2948076421759,"[116.42977975875695,40.289266761157386],[116.42779214339659,40.2778825631261],[116.4382481306688,40.272041690582334],[116.45069120564159,40.2775820479288],[116.45268321008535,40.288963801415775],[116.44222775159928,40.2948076421759]","[116.4402375280197,40.283424236879405]"
116.40686789214789,40.28956531107646,116.40488466986614,40.278178669646266,116.41534705737968,40.272338780321036,116.42779214339659,40.2778825631261,116.42977975875695,40.289266761157386,116.41931789614773,40.29510961985855,"[116.40686789214789,40.28956531107646],[116.40488466986614,40.278178669646266],[116.41534705737968,40.272338780321036],[116.42779214339659,40.2778825631261],[116.42977975875695,40.289266761157386],[116.41931789614773,40.29510961985855]","[116.41733206445781,40.28372377025901]"
116.38394761295118,40.28985944622818,116.38196878774242,40.27847036254789,116.39243757614602,40.27263145948553,116.40488466986614,40.278178669646266,116.40686789214789,40.28956531107646,116.39639962476208,40.29540718467279,"[116.38394761295118,40.28985944622818],[116.38196878774242,40.27847036254789],[116.39243757614602,40.27263145948553],[116.40488466986614,40.278178669646266],[116.40686789214789,40.28956531107646],[116.39639962476208,40.29540718467279]","[116.39441818895793,40.28401889191735]"
116.3610189238724,40.29014916166697,116.35904449973042,40.27875763688863,116.36951968966598,40.27291972313557,116.38196878774242,40.27847036254789,116.38394761295118,40.28985944622818,116.37347294014187,40.295700331671725,"[116.3610189238724,40.29014916166697],[116.35904449973042,40.27875763688863],[116.36951968966598,40.27291972313557],[116.38196878774242,40.27847036254789],[116.38394761295118,40.28985944622818],[116.37347294014187,40.295700331671725]","[116.37149590421895,40.28430959691087]"
116.34659340065049,40.2732035663301,116.34462240758711,40.261812114855864,116.35509811185318,40.25597717338988,116.36754429597586,40.26153071118909,116.36951968966598,40.27291972313557,116.35904449973042,40.27875763688863,"[116.34659340065049,40.2732035663301],[116.34462240758711,40.261812114855864],[116.35509811185318,40.25597717338988],[116.36754429597586,40.26153071118909],[116.36951968966598,40.27291972313557],[116.35904449973042,40.27875763688863]","[116.3570708958928,40.267366973848546]"
116.33217422591288,40.25625514632723,116.33020666134955,40.24486377133644,116.34068287715374,40.23903180275205,116.35312614710553,40.24458823635539,116.35509811185318,40.25597717338988,116.34462240758711,40.261812114855864,"[116.33217422591288,40.25625514632723],[116.33020666134955,40.24486377133644],[116.34068287715374,40.23903180275205],[116.35312614710553,40.24458823635539],[116.35509811185318,40.25597717338988],[116.34462240758711,40.261812114855864]","[116.34265223325666,40.25042152671562]"
116.34068287715374,40.23903180275205,116.3387143387734,40.22764294380744,116.34918467346411,40.2218129559278,116.36162303501854,40.22736885474891,116.36359596915818,40.23875527615357,116.35312614710553,40.24458823635539,"[116.34068287715374,40.23903180275205],[116.3387143387734,40.22764294380744],[116.34918467346411,40.2218129559278],[116.36162303501854,40.22736885474891],[116.36359596915818,40.23875527615357],[116.35312614710553,40.24458823635539]","[116.35115500114424,40.23320016358742]"
116.34918467346411,40.2218129559278,116.34721516356035,40.210426614218036,116.35767962275057,40.20459860837333,116.37011307923024,40.21015397255413,116.37208698047401,40.22153787714192,116.36162303501854,40.22736885474891,"[116.34918467346411,40.2218129559278],[116.34721516356035,40.210426614218036],[116.35767962275057,40.20459860837333],[116.37011307923024,40.21015397255413],[116.37208698047401,40.22153787714192],[116.36162303501854,40.22736885474891]","[116.35965091971768,40.21598329854181]"
