lng0,lat0,lng1,lat1,lng2,lat2,lng3,lat3,lng4,lat4,lng5,lat5,points,center
116.25480427389955,40.27429463570597,116.24114785805149,40.1945044649552,116.31449552039668,40.153763979545744,116.4014750542796,40.19266799201315,116.41534705737968,40.272338780321036,116.34202432385415,40.31322496571241,"[116.25480427389955,40.27429463570597],[116.24114785805149,40.1945044649552],[116.31449552039668,40.153763979545744],[116.4014750542796,40.19266799201315],[116.41534705737968,40.272338780321036],[116.34202432385415,40.31322496571241]","[116.32823991394919,40.23347326127485]"
116.09385044225955,40.27603267751895,116.08041097786378,40.19612352552578,116.1540712881185,40.15543245118445,116.24114785805149,40.1945044649552,116.25480427389955,40.27429463570597,116.18116755188844,40.31513180286541,"[116.09385044225955,40.27603267751895],[116.08041097786378,40.19612352552578],[116.1540712881185,40.15543245118445],[116.24114785805149,40.1945044649552],[116.25480427389955,40.27429463570597],[116.18116755188844,40.31513180286541]","[116.16759969197075,40.235260802078464]"
116.1540712881185,40.15543245118445,116.14058216997289,40.07564703909355,116.21395380907062,40.03505245381026,116.30079097077203,40.07409740877683,116.31449552039668,40.153763979545744,116.24114785805149,40.1945044649552,"[116.1540712881185,40.15543245118445],[116.14058216997289,40.07564703909355],[116.21395380907062,40.03505245381026],[116.30079097077203,40.07409740877683],[116.31449552039668,40.153763979545744],[116.24114785805149,40.1945044649552]","[116.22753109341127,40.114756974973986]"
116.31449552039668,40.153763979545744,116.30079097077203,40.07409740877683,116.37385149670902,40.03345406202175,116.46059165079771,40.07233180514334,116.4745102765788,40.151879137897055,116.4014750542796,40.19266799201315,"[116.31449552039668,40.153763979545744],[116.30079097077203,40.07409740877683],[116.37385149670902,40.03345406202175],[116.46059165079771,40.07233180514334],[116.4745102765788,40.151879137897055],[116.4014750542796,40.19266799201315]","[116.38764325837242,40.11303965678246]"
116.41534705737968,40.272338780321036,116.4014750542796,40.19266799201315,116.4745102765788,40.151879137897055,116.56139162969315,40.19061579402124,116.57547785406939,40.270166806642436,116.50246888949414,40.31110096411477,"[116.41534705737968,40.272338780321036],[116.4014750542796,40.19266799201315],[116.4745102765788,40.151879137897055],[116.56139162969315,40.19061579402124],[116.57547785406939,40.270166806642436],[116.50246888949414,40.31110096411477]","[116.48846929799431,40.23146895341923]"
116.35584892352317,40.393018803546504,116.34202432385415,40.31322496571241,116.41534705737968,40.272338780321036,116.50246888949414,40.31110096411477,116.51650922652433,40.3907748813332,116.4432123819025,40.431806561302324,"[116.35584892352317,40.393018803546504],[116.34202432385415,40.31322496571241],[116.41534705737968,40.272338780321036],[116.50246888949414,40.31110096411477],[116.51650922652433,40.3907748813332],[116.4432123819025,40.431806561302324]","[116.4292594416099,40.352051733253504]"
116.19477503920771,40.39504516357033,116.18116755188844,40.31513180286541,116.25480427389955,40.27429463570597,116.34202432385415,40.31322496571241,116.35584892352317,40.393018803546504,116.282236747753,40.434001862005914,"[116.19477503920771,40.39504516357033],[116.18116755188844,40.31513180286541],[116.25480427389955,40.27429463570597],[116.34202432385415,40.31322496571241],[116.35584892352317,40.393018803546504],[116.282236747753,40.434001862005914]","[116.2685005128425,40.35412719811381]"
116.0332885303517,40.396852253220864,116.01989952851301,40.31681977540579,116.09385044225955,40.27603267751895,116.18116755188844,40.31513180286541,116.19477503920771,40.39504516357033,116.12084731726989,40.43597854564171,"[116.0332885303517,40.396852253220864],[116.01989952851301,40.31681977540579],[116.09385044225955,40.27603267751895],[116.18116755188844,40.31513180286541],[116.19477503920771,40.39504516357033],[116.12084731726989,40.43597854564171]","[116.1073291651375,40.35598444783728]"
115.9324865318526,40.27755120874293,115.91926538115953,40.19752348470481,115.99323853093533,40.156882868598935,116.08041097786378,40.19612352552578,116.09385044225955,40.27603267751895,116.01989952851301,40.31681977540579,"[115.9324865318526,40.27755120874293],[115.91926538115953,40.19752348470481],[115.99323853093533,40.156882868598935],[116.08041097786378,40.19612352552578],[116.09385044225955,40.27603267751895],[116.01989952851301,40.31681977540579]","[116.00654958511421,40.23682988365185]"
115.99323853093533,40.156882868598935,115.97996619772412,40.07697901981743,116.05364914630388,40.0364342345424,116.14058216997289,40.07564703909355,116.1540712881185,40.15543245118445,116.08041097786378,40.19612352552578,"[115.99323853093533,40.156882868598935],[115.97996619772412,40.07697901981743],[116.05364914630388,40.0364342345424],[116.14058216997289,40.07564703909355],[116.1540712881185,40.15543245118445],[116.08041097786378,40.19612352552578]","[116.06701060215423,40.116257281632016]"
